API Name,Linux-on-demand,RHEL-on-demand,SLES-on-demand,Windows-on-demand,Windows SQL Web-on-demand,Windows SQL Std-on-demand,Windows SQL Ent-on-demand,Linux SQL Web-on-demand,Linux SQL Std-on-demand,Linux SQL Ent-on-demand,Linux-spot-min,Linux-spot-max,RHEL-spot-min,RHEL-spot-max,SLES-spot-min,SLES-spot-max,Windows-spot-min,Windows-spot-max,Linux-RI-1Y-NUF,RHEL-RI-1Y-NUF,SLES-RI-1Y-NUF,Windows-RI-1Y-NUF,Windows SQL Web-RI-1Y-NUF,Windows SQL Std-RI-1Y-NUF,Windows SQL Ent-RI-1Y-NUF,Linux SQL Web-RI-1Y-NUF,Linux SQL Std-RI-1Y-NUF,Linux SQL Ent-RI-1Y-NUF,Linux-RI-1Y-PUF,RHEL-RI-1Y-PUF,SLES-RI-1Y-PUF,Windows-RI-1Y-PUF,Windows SQL Web-RI-1Y-PUF,Windows SQL Std-RI-1Y-PUF,Windows SQL Ent-RI-1Y-PUF,Linux SQL Web-RI-1Y-PUF,Linux SQL Std-RI-1Y-PUF,Linux SQL Ent-RI-1Y-PUF,Linux-RI-1Y-AUF,RHEL-RI-1Y-AUF,SLES-RI-1Y-AUF,Windows-RI-1Y-AUF,Windows SQL Web-RI-1Y-AUF,Windows SQL Std-RI-1Y-AUF,Windows SQL Ent-RI-1Y-AUF,Linux SQL Web-RI-1Y-AUF,Linux SQL Std-RI-1Y-AUF,Linux SQL Ent-RI-1Y-AUF,Linux-RI-3Y-NUF,RHEL-RI-3Y-NUF,SLES-RI-3Y-NUF,Windows-RI-3Y-NUF,Windows SQL Web-RI-3Y-NUF,Windows SQL Std-RI-3Y-NUF,Windows SQL Ent-RI-3Y-NUF,Linux SQL Web-RI-3Y-NUF,Linux SQL Std-RI-3Y-NUF,Linux SQL Ent-RI-3Y-NUF,Linux-RI-3Y-PUF,RHEL-RI-3Y-PUF,SLES-RI-3Y-PUF,Windows-RI-3Y-PUF,Windows SQL Web-RI-3Y-PUF,Windows SQL Std-RI-3Y-PUF,Windows SQL Ent-RI-3Y-PUF,Linux SQL Web-RI-3Y-PUF,Linux SQL Std-RI-3Y-PUF,Linux SQL Ent-RI-3Y-PUF,Linux-RI-3Y-AUF,RHEL-RI-3Y-AUF,SLES-RI-3Y-AUF,Windows-RI-3Y-AUF,Windows SQL Web-RI-3Y-AUF,Windows SQL Std-RI-3Y-AUF,Windows SQL Ent-RI-3Y-AUF,Linux SQL Web-RI-3Y-AUF,Linux SQL Std-RI-3Y-AUF,Linux SQL Ent-RI-3Y-AUF,Linux-RIC-1Y-NUF,RHEL-RIC-1Y-NUF,SLES-RIC-1Y-NUF,Windows-RIC-1Y-NUF,Windows SQL Web-RIC-1Y-NUF,Windows SQL Std-RIC-1Y-NUF,Windows SQL Ent-RIC-1Y-NUF,Linux SQL Web-RIC-1Y-NUF,Linux SQL Std-RIC-1Y-NUF,Linux SQL Ent-RIC-1Y-NUF,Linux-RIC-1Y-PUF,RHEL-RIC-1Y-PUF,SLES-RIC-1Y-PUF,Windows-RIC-1Y-PUF,Windows SQL Web-RIC-1Y-PUF,Windows SQL Std-RIC-1Y-PUF,Windows SQL Ent-RIC-1Y-PUF,Linux SQL Web-RIC-1Y-PUF,Linux SQL Std-RIC-1Y-PUF,Linux SQL Ent-RIC-1Y-PUF,Linux-RIC-1Y-AUF,RHEL-RIC-1Y-AUF,SLES-RIC-1Y-AUF,Windows-RIC-1Y-AUF,Windows SQL Web-RIC-1Y-AUF,Windows SQL Std-RIC-1Y-AUF,Windows SQL Ent-RIC-1Y-AUF,Linux SQL Web-RIC-1Y-AUF,Linux SQL Std-RIC-1Y-AUF,Linux SQL Ent-RIC-1Y-AUF,Linux-RIC-3Y-NUF,RHEL-RIC-3Y-NUF,SLES-RIC-3Y-NUF,Windows-RIC-3Y-NUF,Windows SQL Web-RIC-3Y-NUF,Windows SQL Std-RIC-3Y-NUF,Windows SQL Ent-RIC-3Y-NUF,Linux SQL Web-RIC-3Y-NUF,Linux SQL Std-RIC-3Y-NUF,Linux SQL Ent-RIC-3Y-NUF,Linux-RIC-3Y-PUF,RHEL-RIC-3Y-PUF,SLES-RIC-3Y-PUF,Windows-RIC-3Y-PUF,Windows SQL Web-RIC-3Y-PUF,Windows SQL Std-RIC-3Y-PUF,Windows SQL Ent-RIC-3Y-PUF,Linux SQL Web-RIC-3Y-PUF,Linux SQL Std-RIC-3Y-PUF,Linux SQL Ent-RIC-3Y-PUF,Linux-RIC-3Y-AUF,RHEL-RIC-3Y-AUF,SLES-RIC-3Y-AUF,Windows-RIC-3Y-AUF,Windows SQL Web-RIC-3Y-AUF,Windows SQL Std-RIC-3Y-AUF,Windows SQL Ent-RIC-3Y-AUF,Linux SQL Web-RIC-3Y-AUF,Linux SQL Std-RIC-3Y-AUF,Linux SQL Ent-RIC-3Y-AUF,Linux SQL Std-RIC-3Y-AUF,Linux SQL Ent-RIC-3Y-AUF
r5dn.large,0.2,0.26,unavailable,0.292,0.36,0.772,unavailable,0.268,0.68,unavailable,0.0343,0.0343,0.0943,0.0943,0.0906,0.0906,0.1263,0.1263,0.126,0.186,unavailable,0.218,0.286,0.698,unavailable,0.194,0.606,unavailable,0.120046,0.180046,unavailable,0.21205,0.27984,0.692005,unavailable,0.187836,0.6,unavailable,0.11758,0.177626,unavailable,0.209589,0.277169,0.689612,unavailable,0.18516,0.597603,unavailable,0.082,0.142,unavailable,0.174,0.242,0.654,unavailable,0.15,0.562,unavailable,0.076014,0.136014,unavailable,0.168018,0.235808,0.648011,unavailable,0.143804,0.556006,unavailable,0.071423,0.131431,unavailable,0.163432,0.23105,0.643455,unavailable,0.139041,0.551446,unavailable,0.147,0.207,unavailable,0.239,0.306,0.719,unavailable,0.214,0.627,unavailable,0.139749,0.199749,unavailable,0.231753,0.299543,0.711822,unavailable,0.207653,0.619817,unavailable,0.136758,0.196804,unavailable,0.228767,0.296461,0.70879,unavailable,0.204452,0.616781,unavailable,0.094,0.154,unavailable,0.186,0.254,0.666,unavailable,0.162,0.574,unavailable,0.087683,0.147683,unavailable,0.179688,0.247516,0.659718,unavailable,0.155511,0.567714,unavailable,0.085654,0.145662,unavailable,0.177664,0.245244,0.657648,unavailable,0.153234,0.565639,unavailable,0.559399,unavailable
r5dn.metal,9.6,9.73,9.725,14.016,15.638,25.536,50.016,11.222,21.12,45.6,1.6444,1.6444,1.7744,1.7744,1.7694,1.7694,6.0604,6.0604,6.048,6.178,6.108,10.464,12.086,21.984,46.464,7.67,17.568,42.048,5.760023,5.890023,5.819932,10.176014,11.798201,21.695945,46.176014,7.38221,17.279954,41.760023,5.644749,5.774772,5.70468,10.060845,11.683219,21.580822,46.060845,7.267237,17.16484,41.644749,3.94,4.07,3.994,8.356,9.978,19.876,44.356,5.562,15.46,39.94,3.648011,3.778011,3.701989,8.064002,9.686189,19.584009,44.064002,5.270198,15.168018,39.648011,3.42911,3.559132,3.483105,7.845129,9.467504,19.365107,43.845129,5.051522,14.949125,39.42911,7.036,7.166,7.096,11.452,13.074,22.972,47.452,8.658,18.556,43.036,6.700457,6.830457,6.760365,11.116447,12.739635,22.636379,47.116447,8.323644,18.220388,42.700457,6.566781,6.696804,6.626712,10.982763,12.605137,22.50274,46.982763,8.189155,18.086758,42.566781,4.531,4.661,4.585,8.947,10.569,20.467,44.947,6.153,16.051,40.531,4.195603,4.325603,4.249581,8.611594,10.233819,20.131601,44.611594,5.81779,15.71561,40.195603,4.111301,4.241286,4.165297,8.527283,10.149696,20.047298,44.527283,5.733714,15.631279,40.111301,1.094064,3.134056
r5dn.xlarge,0.4,0.495,unavailable,0.584,0.652,1.064,2.084,0.468,0.88,1.9,0.0685,0.0685,0.1285,0.1285,0.1248,0.1248,0.2525,0.2525,0.252,0.344,unavailable,0.436,0.504,0.916,1.936,0.32,0.732,1.752,0.239977,0.331982,unavailable,0.423986,0.491776,0.904055,1.923986,0.307767,0.720046,1.739977,0.23516,0.327169,unavailable,0.419178,0.486758,0.899201,1.919178,0.302854,0.715183,1.73516,0.164,0.25286,unavailable,0.348,0.416,0.828,1.848,0.232,0.644,1.664,0.151989,0.240708,unavailable,0.335998,0.403788,0.815991,1.835998,0.219817,0.631982,1.651989,0.142884,0.231583,unavailable,0.326865,0.394482,0.806887,1.826865,0.210464,0.622869,1.642884,0.293,0.38516,unavailable,0.477,0.545,0.957,1.977,0.361,0.773,1.793,0.279612,0.371216,unavailable,0.463621,0.530411,0.943575,1.963621,0.346402,0.759566,1.779612,0.27363,0.365639,unavailable,0.457648,0.525228,0.937671,1.957648,0.34121,0.753653,1.77363,0.189,0.27748,unavailable,0.373,0.44,0.853,1.873,0.256,0.669,1.689,0.174405,0.263485,unavailable,0.358414,0.426204,0.838406,1.858414,0.242195,0.654397,1.674405,0.171309,0.260008,unavailable,0.355289,0.422907,0.835312,1.855289,0.238889,0.651294,1.671309,8.888242,25.208219
r5n.12xlarge,4.272,4.402,4.397,6.48,7.291,12.24,24.48,5.083,10.032,22.272,1.0573,1.4494,1.1873,1.5794,1.1823,1.5744,3.0302,3.0302,2.691,2.821,2.751,4.899,5.711,10.659,22.899,3.503,8.451,20.691,2.563621,2.693621,2.62353,4.771616,5.58221,10.531639,22.771616,3.374215,8.323644,20.563621,2.511986,2.641895,2.571918,4.719977,5.531164,10.479909,22.719977,3.323174,8.271918,20.511986,1.762,1.892,1.816,3.97,4.782,9.73,21.97,2.574,7.522,19.762,1.631944,1.761944,1.68596,3.839939,4.651571,9.599962,21.839939,2.443537,7.391967,19.631944,1.53398,1.664003,1.587976,3.741971,4.553196,9.501979,21.741971,2.345205,7.293988,19.53398,3.126,3.256,3.186,5.334,6.146,11.094,23.334,3.938,8.886,21.126,2.977813,3.107813,3.037721,5.185808,5.996402,10.945831,23.185808,3.788406,8.737836,20.977813,2.918037,3.048059,2.977968,5.126027,5.937215,10.886073,23.126027,3.729224,8.678082,20.918037,2.025,2.155,2.079,4.233,5.045,9.993,22.233,2.837,7.785,20.025,1.875709,2.005709,1.929688,4.083705,4.894298,9.843689,22.083705,2.686303,7.635694,19.875709,1.8379,1.967884,1.891895,4.04589,4.857116,9.805898,22.04589,2.649087,7.597907,19.8379,0.526218,unavailable
r5n.16xlarge,5.696,5.861,5.821,8.64,9.722,16.32,32.64,6.778,13.376,29.696,1.1757,3.1282,1.3057,3.2582,1.3007,3.2532,4.0402,4.0402,3.588,3.75,3.648,6.532,7.614,14.212,30.532,4.67,11.268,27.588,3.41779,3.57984,3.477813,6.361822,7.443575,14.041776,30.361822,4.499543,11.097744,27.41779,3.349201,3.511301,3.409132,6.293265,7.374886,13.973288,30.293265,4.430822,11.029224,27.349201,2.35,2.509,2.404,5.294,6.376,12.974,29.294,3.432,10.03,26.35,2.175938,2.334275,2.229916,5.119932,6.201723,12.799924,29.119932,3.257729,9.85593,26.175938,2.04532,2.204033,2.099315,4.989307,6.070928,12.66933,28.989307,3.126903,9.725304,26.04532,4.169,4.331,4.229,7.113,8.194,14.793,31.113,5.25,11.849,28.169,3.970046,4.132096,4.030068,6.914078,7.995831,14.594032,30.914078,5.051799,11.65,27.970046,3.890753,4.05274,3.950685,6.834703,7.916324,14.514726,30.834703,4.97226,11.570662,27.890753,2.701,2.859,2.755,5.645,6.726,13.325,29.645,3.782,10.381,26.701,2.500266,2.659604,2.554283,5.44426,6.52609,13.124291,29.44426,3.582058,10.180259,26.500266,2.450533,2.609247,2.504528,5.394521,6.476142,13.074543,29.394521,3.532116,10.130518,26.450533,1.275571,3.315563
r5n.24xlarge,8.544,8.709,8.669,12.96,14.582,24.48,48.96,10.166,20.064,44.544,1.8464,1.9552,1.9764,2.0852,1.9714,2.0802,6.0604,6.0604,5.383,5.545,5.443,9.799,11.421,21.319,45.799,7.005,16.903,41.383,5.126242,5.288178,5.186151,9.542233,11.16442,21.062164,45.542233,6.748429,16.646174,41.126242,5.023858,5.185845,5.08379,9.43984,11.062329,20.959817,45.43984,6.646233,16.543836,41.023858,3.525,3.684,3.579,7.941,9.563,19.461,43.941,5.147,15.045,39.525,3.263887,3.422263,3.317904,7.679916,9.302104,19.199886,43.679916,4.886113,14.783895,39.263887,3.067998,3.226674,3.121956,7.48398,9.106393,19.003995,43.48398,4.690373,14.587976,39.067998,6.253,6.415,6.313,10.669,12.291,22.189,46.669,7.875,17.773,42.253,5.955626,6.117562,6.015534,10.371616,11.993804,21.891548,46.371616,7.577813,17.475557,41.955626,5.836073,5.998059,5.896005,10.252055,11.874429,21.772032,46.252055,7.458447,17.35605,41.836073,4.051,4.21,4.105,8.467,10.089,19.987,44.467,5.673,15.571,40.051,3.750419,3.909756,3.804397,8.166409,9.789597,19.686417,44.166409,5.373606,15.270426,39.750419,3.675799,3.834513,3.729795,8.091781,9.714193,19.611796,44.091781,5.298212,15.195814,39.675799,13.128767,37.608752
r5n.2xlarge,0.712,0.842,0.837,1.08,1.215,2.04,4.08,0.847,1.672,3.712,0.1538,0.1736,0.2838,0.3036,0.2788,0.2986,0.505,0.505,0.449,0.579,0.509,0.817,0.952,1.777,3.817,0.584,1.409,3.449,0.427584,0.557584,0.487607,0.795603,0.930183,1.755626,3.795603,0.562164,1.387607,3.427584,0.418607,0.54863,0.478539,0.786644,0.921804,1.746689,3.786644,0.553881,1.378653,3.418607,0.294,0.424,0.348,0.662,0.797,1.622,3.662,0.429,1.254,3.294,0.271997,0.401997,0.325976,0.639977,0.775595,1.6,3.639977,0.407577,1.231982,3.271997,0.25567,0.385654,0.309665,0.623668,0.758866,1.583676,3.623668,0.390868,1.215677,3.25567,0.521,0.651,0.581,0.889,1.024,1.849,3.889,0.656,1.481,3.521,0.496174,0.626174,0.556082,0.864078,0.999772,1.8241,3.864078,0.631753,1.456082,3.496174,0.486301,0.616324,0.546233,0.854338,0.989498,1.814384,3.854338,0.621575,1.446347,3.486301,0.338,0.468,0.392,0.706,0.841,1.666,3.706,0.473,1.298,3.338,0.312279,0.442279,0.366295,0.680297,0.815877,1.640282,3.680297,0.447896,1.272301,3.312279,0.306317,0.436301,0.360312,0.674315,0.809513,1.634323,3.674315,0.441514,1.266324,3.306317,unavailable,unavailable
r5n.4xlarge,1.424,1.554,1.549,2.16,2.43,4.08,8.16,1.694,3.344,7.424,0.3475,0.6235,0.4775,0.7535,0.4725,0.7485,1.0101,1.0101,0.897,1.027,0.957,1.633,1.904,3.553,7.633,1.168,2.817,6.897,0.854169,0.984169,0.914192,1.590205,1.860365,3.510251,7.590205,1.124443,2.774215,6.854169,0.837329,0.967352,0.89726,1.573288,1.843721,3.493265,7.573288,1.107763,2.757306,6.837329,0.587,0.717,0.641,1.323,1.594,3.243,7.323,0.858,2.507,6.587,0.543994,0.673994,0.597973,1.279992,1.55019,3.2,7.279992,0.814192,2.464002,6.543994,0.511339,0.641324,0.565335,1.247336,1.517732,3.167314,7.247336,0.781735,2.431317,6.511339,1.042,1.172,1.102,1.778,2.049,3.698,7.778,1.313,2.962,7.042,0.992233,1.122233,1.052256,1.728269,1.998429,3.648315,7.728269,1.262507,2.912279,6.992233,0.972717,1.102626,1.032648,1.708676,1.97911,3.628653,7.708676,1.243037,2.892694,6.972717,0.675,0.805,0.729,1.411,1.682,3.331,7.411,0.946,2.595,6.675,0.625557,0.755557,0.679574,1.361556,1.631753,3.281563,7.361556,0.895755,2.545565,6.625557,0.612633,0.742618,0.666629,1.34863,1.619026,3.268645,7.34863,0.883029,2.532648,6.612633,unavailable,unavailable
r5n.8xlarge,2.848,2.978,2.973,4.32,4.861,8.16,16.32,3.389,6.688,14.848,0.6165,0.6776,0.7465,0.8076,0.7415,0.8026,2.0201,2.0201,1.794,1.924,1.854,3.266,3.807,7.106,15.266,2.335,5.634,13.794,1.708452,1.838452,1.768361,3.180411,3.721845,7.020388,15.180411,2.249772,5.548429,13.708452,1.674658,1.80468,1.734589,3.146575,3.687443,6.986644,15.146575,2.215411,5.514612,13.674658,1.175,1.305,1.229,2.647,3.188,6.487,14.647,1.716,5.015,13.175,1.08795,1.21795,1.141967,2.559985,3.100381,6.399962,14.559985,1.628384,4.927965,13.08795,1.022679,1.152664,1.076636,2.494673,3.035464,6.334665,14.494673,1.56347,4.862671,13.022679,2.084,2.214,2.144,3.556,4.097,7.396,15.556,2.625,5.924,14.084,1.98558,2.11558,2.045489,3.457539,3.997973,7.297516,15.457539,2.5259,5.825557,13.98558,1.94532,2.075342,2.005251,3.417352,3.958105,7.257306,15.417352,2.486187,5.785388,13.94532,1.35,1.48,1.404,2.822,3.363,6.662,14.822,1.891,5.19,13.35,1.250152,1.380152,1.304131,2.722149,3.263545,6.562126,14.722149,1.791548,5.090129,13.250152,1.225266,1.355251,1.279262,2.69726,3.238052,6.537253,14.69726,1.766058,5.065259,13.225266,16.454186,40.93417
r5n.large,0.178,0.238,0.234,0.27,0.338,0.75,unavailable,0.246,0.658,unavailable,0.0343,0.0343,0.0943,0.0943,0.0903,0.0903,0.1263,0.1263,0.112,0.172,0.137,0.204,0.272,0.684,unavailable,0.18,0.592,unavailable,0.106425,0.166425,0.130868,0.198429,0.266219,0.678384,unavailable,0.174215,0.586379,unavailable,0.10468,0.164612,0.12968,0.196689,0.264269,0.676712,unavailable,0.17226,0.584703,unavailable,0.073,0.133,0.095,0.165,0.233,0.645,unavailable,0.141,0.553,unavailable,0.06798,0.12798,0.090244,0.159985,0.227813,0.640015,unavailable,0.135808,0.548011,unavailable,0.063927,0.123935,0.086416,0.155898,0.223516,0.635921,unavailable,0.131507,0.543912,unavailable,0.13,0.19,0.155,0.222,0.29,0.702,unavailable,0.198,0.61,unavailable,0.123986,0.183986,0.148543,0.215991,0.283781,0.696059,unavailable,0.191776,0.604055,unavailable,0.121575,0.181621,0.146575,0.213584,0.281164,0.693607,unavailable,0.189155,0.601598,unavailable,0.084,0.144,0.106,0.176,0.244,0.656,unavailable,0.152,0.564,unavailable,0.078079,0.138079,0.100304,0.170084,0.237874,0.650076,unavailable,0.145869,0.558072,unavailable,0.076598,0.136568,0.099087,0.168569,0.236187,0.648592,unavailable,0.144178,0.556583,unavailable,unavailable,unavailable
r5n.metal,8.544,8.674,8.669,12.96,14.582,24.48,48.96,10.166,20.064,44.544,1.6444,1.6444,1.7744,1.7744,1.7694,1.7694,6.0604,6.0604,5.383,5.513,5.443,9.799,11.421,21.319,45.799,7.005,16.903,41.383,5.126242,5.256242,5.186151,9.542233,11.16442,21.062164,45.542233,6.748429,16.646174,41.126242,5.023858,5.153881,5.08379,9.43984,11.062329,20.959817,45.43984,6.646233,16.543836,41.023858,3.525,3.655,3.579,7.941,9.563,19.461,43.941,5.147,15.045,39.525,3.263887,3.393887,3.317904,7.679916,9.302104,19.199886,43.679916,4.886113,14.783895,39.263887,3.067998,3.197983,3.121956,7.48398,9.106393,19.003995,43.48398,4.690373,14.587976,39.067998,6.253,6.383,6.313,10.669,12.291,22.189,46.669,7.875,17.773,42.253,5.955626,6.085626,6.015534,10.371616,11.993804,21.891548,46.371616,7.577813,17.475557,41.955626,5.836073,5.966096,5.896005,10.252055,11.874429,21.772032,46.252055,7.458447,17.35605,41.836073,4.051,4.181,4.105,8.467,10.089,19.987,44.467,5.673,15.571,40.051,3.750419,3.880419,3.804397,8.166409,9.789597,19.686417,44.166409,5.373606,15.270426,39.750419,3.675799,3.805784,3.729795,8.091781,9.714193,19.611796,44.091781,5.298212,15.195814,39.675799,0.53516,unavailable
r5n.xlarge,0.356,0.416,0.412,0.54,0.608,1.02,2.04,0.424,0.836,1.856,0.0685,0.076,0.1285,0.136,0.1245,0.132,0.2525,0.2525,0.224,0.284,0.274,0.408,0.476,0.888,1.908,0.292,0.704,1.724,0.213849,0.273849,0.263735,0.397744,0.465648,0.877813,1.897744,0.281639,0.693804,1.713849,0.209361,0.269292,0.259247,0.393379,0.460959,0.873288,1.893379,0.276941,0.689384,1.709361,0.147,0.207,0.192,0.331,0.398,0.811,1.831,0.214,0.627,1.647,0.135998,0.195998,0.180487,0.320008,0.387798,0.8,1.820008,0.203788,0.615991,1.635998,0.127816,0.187823,0.172831,0.311834,0.379414,0.791819,1.811834,0.195434,0.607839,1.627816,0.261,0.321,0.311,0.445,0.512,0.925,1.945,0.328,0.741,1.761,0.248087,0.308087,0.298087,0.432096,0.499886,0.91205,1.932096,0.315877,0.728041,1.748087,0.243151,0.303196,0.293151,0.427169,0.494749,0.907192,1.927169,0.310731,0.723174,1.743151,0.169,0.229,0.214,0.353,0.42,0.833,1.853,0.236,0.649,1.669,0.156158,0.216158,0.200647,0.340129,0.407957,0.82016,1.840129,0.223948,0.636151,1.656158,0.153158,0.213166,0.198174,0.337177,0.404756,0.817161,1.837177,0.220776,0.633143,1.653158,4.990221,14.170244
r6a.12xlarge,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,13.307268,37.787291
r6a.16xlarge,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,26.257534,75.217542
r6a.24xlarge,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,1.204947,3.244939
r6a.2xlarge,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,0.519749,unavailable
r6a.32xlarge,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,0.574277,1.594292
